Cell ID,Cell Type,Dimorphism
811821,WG3,
811824,SNta18,
811840,SNta26,
811841,SNpp58,
811855,SNta43,
811862,SNta37,
811864,LgLG7,
811866,LgLG1a,
811874,LgLG4,
811875,SNpp34,
811876,SNxx33,
811877,SNta30,
811880,SNxx10,
811883,LgLG1a,
811885,SNta37,
811889,SNpp49,
811890,WG3,
811900,SNta29,
811913,SNta38,
811915,SNta21,
811918,SNpp60,
811919,SNpp50,
811921,LgLG1a,
811922,SNpp19,
811923,SNxx08,
811930,LgLG1b,
811931,SNta27,
811941,WG4,
811948,SNta21,
811957,WG1,
811959,SNpp60,
811967,SNpp58,
811976,SNpp07,
811977,LgLG1b,
811979,SNxx20,
811981,WG4,
811984,WG4,
811989,WG4,
811993,SNxx02,
812001,LgLG1a,
812002,WG4,
812003,SNta20,
812007,SNta43,
812010,SNta37,
812011,WG4,
812018,SNxx03,
812020,SNxx07,
812025,SNxx14,
812026,SNxx14,
812037,SNta42,
812038,SNxx04,
812041,,
812043,SNta37,
812046,SNta43,
812047,SNxx02,
812049,SNpp48,
812052,LgLG1b,
812055,SNta02,
812058,SNta34,
812059,SNta28,
812061,,
812062,WG3,
812067,SNta25,
812073,SNta30,
812074,SNta04,
812075,WG4,
812080,SNta28,
812082,SNpp15,
812086,SNxx03,
812090,SNpp45,
812092,LgLG1a,
812095,SNta30,
812096,LgLG1a,
812105,SNta18,
812108,SNta37,
812110,SNta04,
812112,SNxx14,
812114,WG4,
812117,SNpp60,
812118,SNta18,
812120,SNppxx,
812121,SNta28,
812122,SNpp63,
812127,SNta37,
812132,WG3,
812140,SNta18,
812143,,
812146,SNta37,
812149,LgLG3b,
812156,SNxx03,
812157,SNta37,
812158,,
812159,LgLG8,
812168,SNxx02,
812169,WG3,
812172,SNxx03,
812177,SNta29,
812179,SNxx33,
812185,WG4,
812210,WG4,
812216,WG4,
812217,WG4,
812222,LgLG1a,
812226,SNta29,
812227,SNta42,
812228,SNpp41,
812231,SNta37,
812233,WG4,
812236,SNpp63,
812239,SNta03,
812243,SNta42,
812244,SNta42,
812246,SNta43,
812247,SNta30,
812253,SNta37,
812254,SNta02,
812257,LgLG1a,
812260,SNta23,
812266,,
812275,SNpp47,
812277,SNta37,
812278,SNta26,
812284,SNxx20,
812286,SNta26,
812287,SNpp19,
812296,SNpp23,
812299,SNta03,
812300,SNta04,
812301,SNta37,
812302,SNta18,
812306,SNxx19,
812315,,
812321,WG4,
812326,SNxx02,
812331,SNta29,
812338,SNxx20,
812342,WG2,
812345,SNta28,
812346,SNta37,
812348,SNta21,
812349,SNta34,
812350,SNxx02,
812353,SNxx21,
812356,SNta37,
812360,SNxx07,
812364,SNta21,
812366,SNta04,
812374,WG4,
812375,SNta20,
812376,SNxx02,
812378,SNta11,
812380,SNta11,
812382,WG4,
812383,SNta07,
812386,SNta20,
812387,SNta20,
812388,LgLG3b,
812390,SNta38,
812398,,
812399,LgLG1b,
812406,SNta11,
812411,SNta03,
812417,SNta22,
812419,SNta29,
812422,SNpp39,
812423,SNta20,
812426,SNta29,
812427,SNta03,
812428,SNxx19,
812431,SNta03,
812432,LgLG1b,
812433,LgLG1a,
812434,SNxx21,
812437,SNta28,
812438,WG4,
812439,LgLG1b,
812442,SNta22,
812444,SNxx07,
812447,WG4,
812449,SNta20,
812450,SNta37,
812454,SNpp47,
812455,,
812457,SNta04,
812471,SNta42,
812473,WG3,
812475,WG4,
812477,,
812483,SNxx07,
812485,WG4,
812487,LgLG1a,
812488,SNta21,
812491,SNta29,
812496,,
812497,WG4,
812502,WG3,
812504,WG3,
812506,SNta28,
812509,SNta18,
812517,WG4,
812520,WG4,
812521,WG4,
812523,SNta28,
812527,SNpp51,
812529,SNta25,
812534,SNta20,
812536,SNta37,
812543,SNta21,
812549,SNta02,
812551,WG4,
812552,SNta04,
812560,WG4,
812561,SNta43,
812564,SNxx14,
812566,SNta20,
812569,SNta02,
812571,WG2,
812572,SNta43,
812578,SNta28,
812579,SNta19,
812583,SNta43,
812584,SNta21,
812588,WG4,
812589,SNta02,
812590,SNta29,
812601,LgLG8,
812605,SNta28,
812610,SNpp50,
812617,LgLG3b,
812623,SNta18,
812624,SNxx21,
812626,SNxx33,
812627,SNta35,
812630,SNta20,
812635,SNta22,
812636,WG4,
812639,SNxx02,
812640,SNta43,
812642,SNta21,
812643,SNta37,
812653,WG4,
812656,WG4,
812657,SNta29,
812658,SNta37,
812659,SNpp60,
812661,WG4,
812662,SNta04,
812664,SNta25,
812670,SNta37,
812671,LgLG1a,
812675,SNta03,
